학교ID,학교명,학교급구분,설립일자,설립형태,운영상태,소재지지번주소,소재지도로명주소,시도교육청명,교육지원청명,위도,경도
B000001976,서울두산초등학교,초등학교,1985-09-01,공립,운영,서울특별시 금천구 독산동 1002-5,서울특별시 금천구 범안로11길 3,서울특별시교육청,서울특별시남부교육지원청,37.46754839,126.8909461
B000001977,서울문교초등학교,초등학교,1993-03-01,공립,운영,서울특별시 금천구 독산동 산202-1,서울특별시 금천구 독산로54길 102,서울특별시교육청,서울특별시남부교육지원청,37.46672027,126.9088159
B000001978,서울영남초등학교,초등학교,1956-05-17,공립,운영,서울특별시 금천구 독산동 59-27,서울특별시 금천구 문성로 62-15,서울특별시교육청,서울특별시남부교육지원청,37.47612262,126.9092099
B000001979,서울금동초등학교,초등학교,2003-03-01,공립,운영,서울특별시 금천구 시흥동 1013-1,서울특별시 금천구 금하로30길 53,서울특별시교육청,서울특별시남부교육지원청,37.44773848,126.9163989
B000001980,서울문백초등학교,초등학교,1981-09-18,공립,운영,서울특별시 금천구 시흥동 564-5,서울특별시 금천구 시흥대로47길 43-1,서울특별시교육청,서울특별시남부교육지원청,37.44709025,126.8986974
B000001981,서울신흥초등학교,초등학교,1991-10-30,공립,운영,서울특별시 금천구 시흥동 704-56,서울특별시 금천구 독산로36나길 21,서울특별시교육청,서울특별시남부교육지원청,37.45934816,126.9093508
B000001982,서울가산초등학교,초등학교,1984-06-14,공립,운영,서울특별시 금천구 독산동 143-23,서울특별시 금천구 남부순환로 1304-11,서울특별시교육청,서울특별시남부교육지원청,37.47816515,126.8963297
B000001983,서울정심초등학교,초등학교,1983-03-01,공립,운영,서울특별시 금천구 독산동 182-44,서울특별시 금천구 독산로78다길 89,서울특별시교육청,서울특별시남부교육지원청,37.47199405,126.9082144
B000001984,서울문성초등학교,초등학교,1956-04-06,공립,운영,서울특별시 금천구 독산동 982,서울특별시 금천구 시흥대로 460,서울특별시교육청,서울특별시남부교육지원청,37.47491196,126.8994492
B000001985,서울독산초등학교,초등학교,1978-04-11,공립,운영,서울특별시 금천구 독산동 1034,서울특별시 금천구 시흥대로104길 31,서울특별시교육청,서울특별시남부교육지원청,37.46565691,126.8997128
B000001986,서울안천초등학교,초등학교,1991-09-01,공립,운영,서울특별시 금천구 독산동 1090,서울특별시 금천구 한내로 69-16,서울특별시교육청,서울특별시남부교육지원청,37.45874564,126.888390
B000001987,서울금천초등학교,초등학교,1984-03-01,공립,운영,서울특별시 금천구 시흥동 216,서울특별시 금천구 탑골로5길 60,서울특별시교육청,서울특별시남부교육지원청,37.45481034,126.9128749
B000001988,서울탑동초등학교,초등학교,1967-12-04,공립,운영,서울특별시 금천구 시흥동 230,서울특별시 금천구 탑골로 47-3,서울특별시교육청,서울특별시남부교육지원청,37.45251655,126.9153675
B000001989,서울백산초등학교,초등학교,1974-03-26,공립,운영,서울특별시 금천구 시흥동 438-5,서울특별시 금천구 시흥대로38길 78,서울특별시교육청,서울특별시남부교육지원청,37.44673975,126.905146
B000001990,서울금산초등학교,초등학교,1998-09-01,공립,운영,서울특별시 금천구 시흥동 653-27,서울특별시 금천구 시흥대로24길 57,서울특별시교육청,서울특별시남부교육지원청,37.44144269,126.9080871
B000001992,서울시흥초등학교,초등학교,1911-07-01,공립,운영,서울특별시 금천구 시흥동 841-19,서울특별시 금천구 독산로23길 26,서울특별시교육청,서울특별시남부교육지원청,37.45534062,126.9046393
B000001993,동광초등학교,초등학교,2001-03-05,사립,운영,서울특별시 금천구 시흥동 산100-4,서울특별시 금천구 탑골로10길 45,서울특별시교육청,서울특별시남부교육지원청,37.45199688,126.9158199
B000001994,서울여의도초등학교,초등학교,1971-11-01,공립,운영,서울특별시 영등포구 여의도동 40-3,서울특별시 영등포구 여의대방로 439,서울특별시교육청,서울특별시남부교육지원청,37.52320482,126.9367944
B000001995,서울영원초등학교,초등학교,2002-09-01,공립,운영,서울특별시 영등포구 영등포동 647-2,서울특별시 영등포구 도영로22길 31,서울특별시교육청,서울특별시남부교육지원청,37.51071936,126.9021825
B000001996,서울영중초등학교,초등학교,1949-04-01,공립,운영,서울특별시 영등포구 영등포동7가 53,서울특별시 영등포구 양산로 185,서울특별시교육청,서울특별시남부교육지원청,37.5241433,126.9036955
B000001997,서울영동초등학교,초등학교,1956-05-17,공립,운영,서울특별시 영등포구 당산동 121-22,서울특별시 영등포구 국회대로53길 20,서울특별시교육청,서울특별시남부교육지원청,37.52700691,126.9077034
B000001998,서울당서초등학교,초등학교,1984-11-01,공립,운영,서울특별시 영등포구 당산동5가 5-3,서울특별시 영등포구 당산로 187,서울특별시교육청,서울특별시남부교육지원청,37.53202744,126.8998142
B000001999,서울도림초등학교,초등학교,1960-02-01,공립,운영,서울특별시 영등포구 신길동 285-1,서울특별시 영등포구 가마산로65길 22,서울특별시교육청,서울특별시남부교육지원청,37.50750302,126.9072907
B000002000,서울대동초등학교,초등학교,1980-10-02,공립,운영,서울특별시 영등포구 대림동 702,서울특별시 영등포구 대림로21길 6,서울특별시교육청,서울특별시남부교육지원청,37.49370503,126.9001194
B000002001,서울영등포초등학교,초등학교,1945-11-01,공립,운영,서울특별시 영등포구 문래동1가 35-2,서울특별시 영등포구 경인로 756,서울특별시교육청,서울특별시남부교육지원청,37.51287942,126.899634
B000002002,서울영문초등학교,초등학교,2005-03-01,공립,운영,서울특별시 영등포구 문래동6가 13,서울특별시 영등포구 문래로 56,서울특별시교육청,서울특별시남부교육지원청,37.51980741,126.8875891
B000002003,서울선유초등학교,초등학교,2007-03-02,공립,운영,서울특별시 영등포구 양평동3가 91,서울특별시 영등포구 선유로43가길 14,서울특별시교육청,서울특별시남부교육지원청,37.53287919,126.8927768
B000002004,서울당중초등학교,초등학교,1949-10-28,공립,운영,서울특별시 영등포구 양평동3가 42,서울특별시 영등포구 선유로 131,서울특별시교육청,서울특별시남부교육지원청,37.52628923,126.8894135
B000002005,서울도신초등학교,초등학교,1974-09-10,공립,운영,서울특별시 영등포구 대림동 741-3,서울특별시 영등포구 도림로53길 32-9,서울특별시교육청,서울특별시남부교육지원청,37.49926789,126.9007141
B000002006,서울신영초등학교,초등학교,1982-10-11,공립,운영,서울특별시 영등포구 대림동 781,서울특별시 영등포구 도신로4길 32,서울특별시교육청,서울특별시남부교육지원청,37.50100602,126.8960948
B000002007,서울신대림초등학교,초등학교,1995-03-01,공립,운영,서울특별시 영등포구 대림동 968,서울특별시 영등포구 대림로8길 25,서울특별시교육청,서울특별시남부교육지원청,37.49215682,126.9058543
B000002008,서울영림초등학교,초등학교,1982-10-04,공립,운영,서울특별시 영등포구 대림동 993-16,서울특별시 영등포구 시흥대로173길 14,서울특별시교육청,서울특별시남부교육지원청,37.48734601,126.9025393
B000002009,서울문래초등학교,초등학교,1985-07-10,공립,운영,서울특별시 영등포구 문래동3가 77-7,서울특별시 영등포구 문래로 104,서울특별시교육청,서울특별시남부교육지원청,37.51914038,126.8936057
B000002010,서울영신초등학교,초등학교,1967-11-27,공립,운영,서울특별시 영등포구 신길동 121,서울특별시 영등포구 도신로60길 23,서울특별시교육청,서울특별시남부교육지원청,37.51017196,126.9181917
B000002011,서울대영초등학교,초등학교,1988-04-22,공립,운영,서울특별시 영등포구 신길동 341-1,서울특별시 영등포구 신길로23길 43,서울특별시교육청,서울특별시남부교육지원청,37.50267937,126.9063367
B000002012,서울우신초등학교,초등학교,1915-03-05,공립,운영,서울특별시 영등포구 신길동 210,서울특별시 영등포구 신길로 190,서울특별시교육청,서울특별시남부교육지원청,37.50986472,126.9118637
B000002013,서울대방초등학교,초등학교,1955-09-01,공립,운영,서울특별시 영등포구 신길동 1444,서울특별시 영등포구 여의대방로35길 14,서울특별시교육청,서울특별시남부교육지원청,37.50290012,126.9190202
B000002014,서울대길초등학교,초등학교,1983-09-14,공립,운영,서울특별시 영등포구 신길동 4482,서울특별시 영등포구 대방천로 206,서울특별시교육청,서울특별시남부교육지원청,37.49811236,126.9131739
B000002015,서울당산초등학교,초등학교,1945-08-15,공립,운영,서울특별시 영등포구 양평동4가 323,서울특별시 영등포구 선유로55길 32,서울특별시교육청,서울특별시남부교육지원청,37.54011912,126.8962411
B000002016,서울윤중초등학교,초등학교,1980-04-04,공립,운영,서울특별시 영등포구 여의도동 38,서울특별시 영등포구 여의나루로2길 14,서울특별시교육청,서울특별시남부교육지원청,37.51964164,126.9225908
B000002017,서울초당초등학교,초등학교,1993-10-28,공립,운영,서울특별시 도봉구 방학동 514-2,서울특별시 도봉구 해등로32길 11,서울특별시교육청,서울특별시북부교육지원청,37.65862783,127.0219562
B000002018,서울신학초등학교,초등학교,1988-05-04,공립,운영,서울특별시 도봉구 방학동 460-5,서울특별시 도봉구 방학로 247-21,서울특별시교육청,서울특별시북부교육지원청,37.66122045,127.0257213
B000002019,서울창경초등학교,초등학교,1945-11-01,공립,운영,서울특별시 도봉구 쌍문동 72,서울특별시 도봉구 도봉로129길 54,서울특별시교육청,서울특별시북부교육지원청,37.65660218,127.0346025
B000002020,서울창림초등학교,초등학교,2000-11-01,공립,운영,서울특별시 도봉구 창동 411-8,서울특별시 도봉구 덕릉로63길 46,서울특별시교육청,서울특별시북부교육지원청,37.64323708,127.0416041
B000002021,서울누원초등학교,초등학교,1993-09-01,공립,운영,서울특별시 도봉구 도봉동 21-5,서울특별시 도봉구 마들로 859-44,서울특별시교육청,서울특별시북부교육지원청,37.68723271,127.0492672
B000002022,서울오봉초등학교,초등학교,2000-03-01,공립,운영,서울특별시 도봉구 도봉동 608-22,서울특별시 도봉구 시루봉로 285,서울특별시교육청,서울특별시북부교육지원청,37.67175795,127.040259
